id	langId	sent#	book	author	source	source_lang	target	target_lang
155	35	4	an_inventory_of_losses	judith_schalansky	Was den Göttern verwehrt bleibt, scheinen die Despoten aller Zeiten immer aufs Neue zu begehren: Ihrem zerstörerischen Gestaltungswillen genügt es nicht, sich in die Gegenwart einzuschreiben. Wer die Zukunft kontrollieren will, muss die Vergangenheit abschaffen. Und wer sich zum Urvater einer neuen Dynastie ernennt, zur Quelle aller Wahrheit, muss das Gedenken an seine Vorgänger auslöschen und alles kritische Denken verbieten, so wie es Qin Shihuangdi, der selbsternannte »Erste erhabene Gottkaiser von Qin«, tat, als er im Jahre 213 v. Chr. eine der ersten bezeugten Bücherverbrennungen anordnete und jeden, der sich widersetzte, hinrichten ließ oder zur Zwangsarbeit am Ausbau des kaiserlichen Straßennetzes und der Großen Chinesischen Mauer verurteilte — oder auch an der Errichtung jener gigantischen Grabanlage, zu deren megalomanen Beigaben das Terrakotta-Heer lebensgroßer Soldaten samt Streitwagen, Pferden und Waffen gehörte, deren Kopien heute durch die Weltgeschichte touren und damit das von seinem Auftraggeber ersehnte Andenken durch beispiellose Profanisierung zugleich erfüllen und untergraben.	de	その神々にも禁じられた事柄を、独裁者たちはいつの時代も繰り返し要求してきたように見える。彼らの破壊的な創作欲にとっては、同時代に自分の名を刻むだけでは不十分ということだ。未来を支配しようと望む者は、過去を廃さなければならない。新たな王朝の祖、あらゆる真実の源を名乗る者は、先駆者たちの記憶を抹消し、いかなる批判的思想をも禁じなければならない。「秦の最初の神皇」を自ら名乗った秦始皇帝がそうだ。彼は紀元前二一三年、記録に残る最初の焚書の一つを行わせ、逆らう者はすべて処刑するか、道路網や万里の長城、または巨大な陵墓を建設するための強制労働につかせた。この始皇帝陵の誇大妄想的な副葬品には、等身大の兵士、戦車、馬、武器からなる素焼き粘土製の軍隊も含まれている。その複製品が今日世界中に流通していることは、他に類を見ないほどの世俗化をも意味し、後世にまで自らの偉大さを示したいという皇帝の野望は、達成されると同時に骨抜きにされてもいる。	ja
156	36	2	an_inventory_of_losses	judith_schalansky	Nicht selten entspringt der fragwürdige Plan, mit der Vergangenheit Tabula rasa zu machen, dem nachvollziehbaren Wunsch, noch einmal von vorne zu beginnen. Mitte des 17. Jahrhunderts soll im englischen Parlament ernsthaft diskutiert worden sein, die Archive des Tower of London zu verbrennen, »um jedes Gedächtnis an die Vergangenheit auszulöschen und die Lebensführung ganz von Neuem zu beginnen«, wie Jorge Luis Borges eine Stelle bei Samuel Johnson zitiert, die es mir nicht wiederzufinden gelingt.	de	過去を白紙にするという怪しげな計画が、もう一度一から始めたいという理解可能な願望に端を発していることは珍しくない。十七世紀なかばの英国議会では、ロンドン塔の公文書庫を燃やすことが真剣に議論されたという。「過去のすべての記憶を消し去り、新たに人生を始めるため」だというが、ホルへ・ルイス・ポルへスがサミュエル・ジョンソンから引用したというこの言葉の原典を、私は見つけることができなかった。	ja
157	37	2	an_inventory_of_losses	judith_schalansky	Die Erde selbst ist bekanntlich ein Trümmerhaufen vergangener Zukunft, und die Menschheit die bunt zusammengewürfelte, sich streitende Erbengemeinschaft einer numinosen Vorzeit, die fortwährend angeeignet und umgestaltet, verworfen und zerstört, ignoriert und verdrängt werden muss, so dass entgegen landläufiger Annahme nicht die Zukunft, sondern die Vergangenheit den wahren Möglichkeitsraum darstellt. Gerade deshalb gehört ihre Umdeutung zu den ersten Amtshandlungen neuer Herrschaftssysteme. Wer einmal wie ich den Bruch der Geschichte erlebt hat, den Bildersturm der Sieger, die Demontage der Denkmäler, dem fällt es nicht schwer, in jeder Zukunftsvision nichts anderes als eine zukünftige Vergangenheit zu erkennen, in der beispielsweise die Ruine des wiederaufgebauten Berliner Stadtschlosses einem Nachbau des Palasts der Republik wird weichen müssen.	de	地球自体は周知のとおり、過ぎ去った未来の残骸の山であり、人類は色とりどりに寄せ集められ、互いに相争うヌミノース的な太古の相続共同体として、たえず獲得・変革され、拒絶・破壊され、無視・排除されなければならない。その結果、世間一般の想定に反して、未来ではなく過去が可能性の空間となるのだ。だからこそ、過去の解釈を変更することが、新しい支配体制の最初の公務の一つになる。私のように勝者たちによる聖像破壊、さまざまな記念碑の撤去といった歴史の断絶を体験したことのある者にとって、あらゆる未来のヴィジョンの中に未来の過去を見ることは難しくない。たとえば再建されたベルリン王宮が廃墟となり、今度は共和国宮殿の再建のために場所を譲るのである。	ja
158	38	8	an_inventory_of_losses	judith_schalansky	Im Pariser Salon von 1796, im fünften Jahr der Republik, stellte der Architekturmaler Hubert Robert, der den Sturm auf die Bastille ebenso festgehalten hatte wie den Abriss des Schlosses Meudon und die Schändung der Königsgräber in Saint-Denis, im Palais du Louvre zwei Bilder aus. Eines zeigte seinen Vorschlag für den Umbau des Königspalastes zur großen Galerie des Louvre — einem dank gläserner Dächer ebenso gut beleuchteten wie besuchten Saal voller Gemälde und Plastiken —, das andere Bild denselben Raum als zukünftige Ruine. Dort, wo auf der einen Zukunftsvision das Oberlicht zu sehen ist, gibt die andere den Blick auf einen bewölkten Himmel frei: Das Deckengewölbe ist eingestürzt, die Wände sind kahl und nackt, am Boden liegen zerbrochene Skulpturen. Nur der Apoll von Belvedere, eine Trophäe des napoleonischen Beutezugs, erhebt sich verrußt, doch unversehrt aus den Trümmern. Katastrophentouristen streunen durch die Ruinenlandschaft, bergen verschüttete Torsi, wärmen sich an einem Feuer. Aus den Rissen des Gewölbes sprießt es grün. Die Ruine ist ein utopischer Ort, in dem Vergangenheit und Zukunft in eins fallen.	de	一七九六年、共和制五年めのパリのサロンにおいて、バスティーユ牢獄の襲撃やムードンの城の見取り図、サン・ドニ聖堂の王家の墓の冒濆をスケッチに留めていた建築物画家のユベール・ロべールは、二枚の絵をルーヴル宮殿で展示した。一枚は王宮をルーヴルのグランド・ギャラリーに改造する計画案を示していた一ガラス天井のおかげで十分に採光できる、多くの人々が訪れる広間に、絵画や彫刻作品がたくさん並ぶ一そしてもう一枚は、同じ空間を廃墟として描いている。一方の未来図において天窓があるところに、もう一方では雲に覆われた空が顔を覗かせている。丸天井は崩落し、壁はむき出しの裸で、床には壊れた彫像が転がっている。ナポレオンの侵略戦争の戦利品だったベルヴェデーレのアポロ像だけが、煤にまみれつつも無傷のまま屹立している。破壊の跡を見に来た野次馬たちが廃墟の風景をうろっき、瓦礫に埋もれたトルソーを掘り出したり、焚き火で身体を温めたりしている。崩れた丸天井の割れ目から草が生えている。廃墟は過去と未来が一つになるユートピア的な場所だ。	ja
159	39	1	an_inventory_of_losses	judith_schalansky	Während der Arbeit an diesem Buch verglühte die Raumsonde Cassini in der Atmosphäre des Saturn; zerschellte der Marslander Schiaparelli in der rostigen Gesteinslandschaft jenes Planeten, den er hätte untersuchen sollen; verschwand eine Boeing 777 spurlos auf dem Weg von Kuala Lumpur nach Peking; wurden in Palmyra die 2000 Jahre alten Tempel des Baal und des Baalschamin, die Fassade des Amphitheaters, der Triumphbogen, das Tetrapylon und Teile der Säulenstraße gesprengt; wurden im irakischen Mossul die Große Moschee von al-Nuri sowie die Moschee des Propheten Jona zerstört und in Syrien das frühchristliche Kloster Mar Elian in Schutt und Asche gelegt; stürzte bei einem Erdbeben in Kathmandu zum zweiten Mal der Dharahara-Turm ein; fiel ein Drittel der Chinesischen Mauer Vandalismus und Erosion zum Opfer; stahlen Unbekannte den Kopf der Leiche von Friedrich Wilhelm Murnau; versandete der einst für sein blaugrünes Wasser bekannte Lake Atescatermpa in Guatemala; stürzte vor Malta die einem Torbogen gleichende Felsformation Azur Window ins Mittelmeer; starb die am Great Barrier Reef beheimatete Bramble-Cay-Mosaikschwanzratte aus; musste das letzte männliche Exemplar des Nördlichen Breitmaulnashorns im Alter von 45 Jahren eingeschläfert werden, das nur von zwei Tieren dieser Unterart überlebt wird: seiner Tochter und seiner Enkelin; verschwand die nach 80 Jahren ergebnisloser Bemühungen gewonnene, einzige Probe von metallischem Wasserstoff aus einem Labor der Harvard University, und niemand weiß, ob das mikroskopisch kleine Partikel gestohlen oder zerstört wurde oder einfach wieder einen gasförmigen Zustand angenommen hat.	de	本書が執筆される間に、宇宙探査機カッシーニが土星の大気圏内で燃え尽き、火星着陸探査機スキャパレリが調査予定だった火星の赤さびた岩石地表に墜落して粉々になり、ポーイング777機がクアラルンプールから北京へ向かう途中で跡形もなく消え、パルミラで二千年の歴史を持つべル神殿とバールシャミン神殿、ローマ風劇場の正面、凱旋門、四面門および列柱道路の一部が爆破され、イラクのモスルでアル・ヌーリの大モスクと預言者ヨナのモスクが破壊され、シリアで初期キリスト教のマール・エリアン修道院が廃墟と化し、カトマンズの地震でダラハラ塔が二度目の倒壊をし、万里の長城の三分の一が人為的破壊と自然の浸食の犠牲になり、何者かがF・W・ムルナウの遺体の頭部を盗み、かってその青緑色の水で知られたグアテマラのアテスカテンパ湖が干上がり、マルタでアーチ状の岩石形成物アズール・ウインドーが地中海に没し、グレートバリアリーフに生息していたプランプルケイメロミス・ネズミが絶滅し、キタシロサイの最後の雄の個体が四十五歳で薬殺され、その結果この亜種で生存するのはその娘と係の二体の雌のみとなり、ハーバード大学の実験室から八十年に及ぶ努力の末にようやく生成に成功した金属水素の唯一のサンプルが消失した。顕微鏡サイズの小片が盗まれたのか、破壊されたのか、それとも単に元の気体状態に戻ったのか、だれにもわからない。	ja
161	41	9	la_liseuse	paul_fournel	Longtemps j’ai croisé les pieds dessus pour un peu de détente, d’élévation, pour un peu plus de sang au cerveau, maintenant, il m’arrive de plus en plus souvent d’y poser la tête, surtout le soir, surtout le vendredi soir. Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l’avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur. Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman ? Leleu ? Il en a tant vu. J’écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n’ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end. Comme chaque vendredi.	fr	長いこと、私は少しでもリラックスし、気分を高め、脳にできるだけ多くの血液を送り込もうとして、交差させた両足を机の端に上げるのを習慣にしてきたのだが、今では、とくに夜、それも金曜の夜は、そこに顔を伏せることが多くなっている。広げた原稿の上に両腕を重ね、顔を載せるのである。額は前腕に、頬は書き上がったばかりの原稿に押しあてる。木製のデスクが搏動の音を増幅する。この古いアール・デコの家具が感情と疲労をうまくコントロールしてくれる。ルールマンだったか？ルルーだったか？こいつもいろいろな目に遭ってきたのだ。私は自分の心臓の音に耳をすます。金曜日の、私の老いた心臓、静まり返った社内に響く心臓の音。この時刻、みな出払い、私だけが居残って途方に暮れている。週末に持ち帰らざるをえない原稿をより分ける勇気がないからだ。金曜日はいつもそうだ。	ja
162	42	6	la_liseuse	paul_fournel	Celui qui est sous ma joue est un manuscrit d’amour : c’est l’histoire d’un mec qui rencontre une fille mais il est marié et elle a un copain… J’en ai lu sept pages et je le connais déjà par cœur. Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis. La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides. Du papier qu’on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d’âge.	fr	私の頬の下にあるのは、恋愛小説の原稿。男と女が出会い、男は結婚していて、女には彼氏がいるという物語……七ページ読めば、あとは読まなくてもわかる。はっと驚かされるような場面は出てこないだろう。ずっと前から、新たに読むというよりは再読。繰り返される「新作」、巡りくる季節、秋の文芸賞レース、当たっては外れ、そしてまた外れる。リサイクルに出す紙の山、時代遅れになった新作を満載し、朝に出発して、夜に帰ってくる何台ものトラック。	ja
163	43	13	la_liseuse	paul_fournel	Depuis combien d’années ai-je arrêté de sauter de joie à l’idée que j’allais découvrir un chef-d’œuvre et rentrer au bureau le lundi en étant un homme neuf ? Vingt ans ? Trente ans ? Je n’aime pas tenir ce genre de compte qui sent la mort. Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l’envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo. Mon souffle ralentit, mon cœur se calme un peu, je pourrais m’endormir, mourir. Mourir à l’attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant ! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire – ce qui s’appelle lire ? En suis-je seulement capable ? Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois…	fr	これは傑作かもしれないという思いに喜び勇んで、新人のような気分で月曜日に出社することがなくなって何年になるだろう。二十年？三十年？死の匂いがするこの種の計算はする気になれなくなった。目を閉じれば、ベルゼルのデスク・スタンドの均一な黄色い明かりが瞼を透かしてばんやりと浮かび、やがてその光のなかに黒い物影が侵人してきて、ヴィクトル・ユゴーの素描にあるような流れゆく廃墟に形を変えていく。すると呼吸は遅くなり、心臓の動きもやや鎮まり、私はまどろみ、死ねるだろう。仕事につながれたまま死ぬのだ。「生きているときそのままに、本に囲まれ、本を読みながら、彼は死んだ！」と人は言うだろうし、実際、私は夢見ながら死ぬことはないだろう。ずいぶん前から、私はもう本など読んでいない。私はただ読むこと一ごくふつうに読むと呼ばれている行為一さえできているのだろうか。はたしてその能力さえあるのだろうか。顔を横向きにすると、心臓はさらに鼓動を速め、机を震わせる……	ja
164	44	5	la_liseuse	paul_fournel	La maison est plongée tout entière dans un silence de vieux papier. Comme la neige, les livres mangent les bruits. Mon métier a son odeur et ses étouffements. Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.	fr	社屋全体が古い紙の沈黙のなかに沈んでいる。書物は雪のように音を食べる。私の仕事には特有の匂いと息苦しさがある。この静けさのなかで仕事をしていると、それが一層強く感じられる。世界の物音に向き直るのは、いつも試練だ。	ja
165	45	10	la_liseuse	paul_fournel	Qui peut bien frapper ? Je ne reconnais pas cette frappe légère, petite, discrète. Petite main. – Entrez. Elle entre. Je ne l’ai jamais vue. J’ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs. Elle a une bonne tête. Vu son regard étonné, la mienne doit être un rien froissée. Des marques rouges de la manche de ma veste sur ma joue, sans doute.	fr	いったい誰だ、ノックするのは？こんなに軽くて、小さく、遠慮がちなノックの音にはむ当たりがない。小さな手。 「どうぞ」 入ってくる。ついぞ見かけない顔だ。にわかに懐かしさが湧き上がってくる。社がまだ小さく、廊下を歩く脚を見ればどの娘かわかった頃の郷愁。感じのいい顔だ。驚いたような目をしているところを見ると、私の顔にうっすら筋が刻まれているに違いない。おそらく、頬に上着の袖の跡がついているのだろう。	ja
166	46	9	la_liseuse	paul_fournel	– Je vous dérange ? – Je survivrai à votre passage, Mademoiselle. Qui êtes-vous ? – Ben, je suis la stagiaire ! – Dans quel service ? – On ne me l’a pas dit. Vous savez, nous les stagiaires, on abat tellement de boulot qu’on a intérêt à être polyvalents. – Vous voulez une augmentation ? – Non, je ne gagne rien.	fr	「お邪魔ではありませんか？」 「きみが立ち寄ってくれたおかげで生き延びられるよ。ところできみは誰だい？」 「研修生ですけど！」 「どこの課かね？」 「まだ配属されてません。だって、私たち研修生はたくさんの仕事をこなして、多様な能力を身につけることが本分ですから」 「給料を上げてもらいたいのかね？」 「いいえ、まだ無給です」	ja
167	47	6	la_liseuse	paul_fournel	Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste. Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie. Je ne sais plus lire ces filles-là non plus. Elle est vive. Normale Sup ? Métiers du livre – la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite ?	fr	私が見るところ、彼女の髪はかなり乱れていて、穴の開いたジーンズをはき、表情は生き生きとしている。小柄で、瞳は黒く、気立てはよさそうだが、きれいかどうかと問われれば答えに窮する。そもそも、この頃の若い子はもう読めなくなった。潑剌としている。高等師範出だろうか？今流行りの本作り専攻だろうか？ぶれるのを承知で、年に何千ものガストン・ガリマール（文芸出版社ガリマール書店の創業者）を生み出すマシン。	ja
168	48	11	la_liseuse	paul_fournel	– Non, gestion d’entreprises culturelles. – Vraiment ? Et vous voulez gérer l’édition ? Je vous souhaite bonne chance. – Je préférerais organiser des concerts. – Asseyez-vous. – Il faut que j’y aille, c’est vendredi. Il est tard. – Cinq minutes. Vous voulez organiser des concerts ? – Oui, c’est bien, la musique.	fr	「いいえ、文化企業経営専攻です」 「え、そうなの？きみは出版社を経営したいのか?それなら幸運を祈るよ」 「できれば、コンサートの企画をやりたいんです」 「ま、おかけなさい」 「帰らなければならないんですけど、金曜日ですから。時間も遅いし」 「五分でいい。きみはコンサートの企画がやりたいのかね?」 「ええ、音楽はいいですよ」	ja
169	49	11	la_liseuse	paul_fournel	– Alors qu’est-ce que vous faites ici ? – J’aime bien les livres aussi ! Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire. – Et qu’est-ce que vous faites dans mon bureau, si ce n’est pas indiscret ? – C’est monsieur Meunier, le grand patron, qui m’a dit de… – Le grand patron ? Meunier ? – Vous ne le connaissez pas ? – Trop bien.	fr	「それなら、ここに何をしに来た？」 「私、本も好きなんです！それに研修生のポストがありましたから。企業研修は受けなければならないんです。必修なんです」 「では、社長室まで何をしに来たのかね、不躾とは言わないが」 「会長のムニエさんに言われて……」 「会長？ムニエ？」 「ご存じないんですか？」 「知りすぎているくらいだ」	ja
170	50	12	la_liseuse	paul_fournel	– Alors vous savez. C’est lui qui m’a dit de vous apporter ça. – Et qu’est-ce que c’est, ça ? – Ben, c’est une liseuse, un eBook, un iPad, je ne sais pas, moi. Il m’a dit qu’il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd. Vous voulez que je vous explique ? Regardez, c’est comme un écran avec tous vos manuscrits dessus. Ils sont sur l’étagère virtuelle en faux-vrai bois. Vous les touchez et ils s’ouvrent. Il y en a un paquet. Vous n’allez jamais lire tout ça en deux jours ! Regardez, le texte s’ouvre.	fr	「だったら、問題ないですよね。これをあなたのところに持っていくように言われたんです」 「いったい何かね、これは？」 「ええと、タブレットとか、Eブックとか、iPad とか呼ばれてますけど、私もよく知りません。週末に読む原稿をここに全部入れておいたって言ってました。このほうがかさばらないからって。使い方を説明しましようか?ほら、この画面にあなたが読むすべての原稿が映し出されるんです。これはいかにも木製の棚みたいでしょう。タッチすれば開くようになっています。すると中に箱が入ってます。とても二日で読み切れる量ではありません！ほら、こうするとテクストが開きます」	ja
171	51	14	la_liseuse	paul_fournel	– Et j’avance comment ? – On tourne les pages dans le coin d’en bas avec le doigt. – Comme un bouquin ? – Oui, c’est le côté ringard du truc. Une concession pour les vieux. Quand on se souviendra plus des livres, on se demandera bien pourquoi on avance comme ça. Autant défiler vertical. Scroller. Ce serait plus logique. – C’est Kerouac qui va être content. Elle ne réagit pas. – Allez, excusez-moi, Monsieur, mais je dois filer, j’ai un avion. Lisez pas trop ! – À mon âge…	fr	「どうやって先に進むんだね？」 「ページの下の隅を指でめくればいいんです」 「本みたいに？」 「そう、これが古めかしいところですね。老人に譲歩してるんでしよう。本を思い出すと、どうしてこれで先に進めるんだろうと不思議に思うんでしようね。縦に移動させることもできるんですよ。スクロールって言います。こっちのほうが理に適ってますよね」 「ケルアックなら喜ぶだろうな」 彼女は反応しない。 「では、これで失礼します。急がないと、ソッコーで帰らなくちゃならないので。あまり読みすぎないように！」 「この齢じゃそんなに……」	ja
172	52	5	la_liseuse	paul_fournel	Elle disparaît d’un tour de fesses, tire la porte sur elle avec douceur et je me retrouve à câliner ma liseuse. Elle est noire, elle est froide, elle est hostile, elle ne m’aime pas. Aucun bouton ne protrude au-dehors, aucune poignée pour la mieux tenir, pour la balancer à bout de bras comme un cartable mince, que du high-tech luxe, chic comme un Suédois brun. Du noir mat, du noir glauque (au choix), du lisse, du doux, du vitré, du pas lourd. Je soupèse.	fr	彼女はお尻をくるりと回転させると、静かにドアを引き、姿を消したので、私はタプレットと戯れることになった。色は黒く、冷たく、よそよそしく、愛想がない。外に飛び出しているボタンはひとつもないし、持ち手もついていないから、しつかりとかばんつかんで保持することも、薄っぺらい書類鞄のように振り回すこともできない。瀟洒なハイテク製品のようでもないし、褐色のスウェーデン家具のようでもない。艶消しの黒、陰鬱な黒（色の呼び方はお好みで）、すべすべ、なめらか、表面にはガラスがはまっていて、重くはない。持ち上げてみる。	ja
173	53	6	la_liseuse	paul_fournel	Je la pose sur le bureau et je couche ma joue dessus. Elle est froide, elle ne fait pas de bruit, elle ne se froisse pas, elle ne macule pas. Rien ne laisse à penser qu’elle a tous les livres dans le ventre. Elle est juste malcommode : trop petite, elle flotte dans ma serviette, trop grande, elle ne se glisse pas dans ma poche. En fait, elle ressemble à Meunier, Le grand patron. Elle est inadaptée.	fr	デスクの上に置いて、頬をくつつけてみる。ひんやりと冷たく、音もたてず、皺も寄らず、よだれが染み込むこともない。なかにありとあらゆる書物が入っていると思わせるところは何もない。ただ不便なだけ。小さすきて鞄に入れると収まりが悪いし、大きすぎてポケットには人らない。 まったく、会長のムニエにそっくりだ。この仕事には向いていない。	ja
174	54	7	la_liseuse	paul_fournel	Elle a dit quoi, au juste, cette gamine, à propos des livres, des concerts ? D’une certaine façon, je vais devoir me séparer aussi de mon cartable, il est devenu trop grand. Depuis la khâgne que je le trimbale, le divorce sera difficile. On s’aimait très fort sans jamais se le dire. Bien bourré le vendredi soir, il avait le juste poids du travail. Celui qui fait que mon épaule gauche est un peu plus basse que la droite. Déformation professionnelle.	fr	あの娘は、本について、コンサートについて、何を言ったんだかいずれこの愛用の手提げ鞄ともお別れしなければならないのだろう。これでは大きすぎる。でも予備校時代から使っている鞄だから、そうやすやすとは別れられない。お互い口にこそ出さないが、とてもウマがあったのだ。金曜の夜はばんばんに膨らんで、鞄の重さは仕事の重みそのものだった。そのせいで私の左肩は右肩より低い。職業的変形。	ja
175	55	9	la_liseuse	paul_fournel	Maintenant il me faudra une petite pochette spéciale pour y glisser ma liseuse. Avec poignée s’il vous plaît. Je suis certain que Meunier a déjà ça dans son tiroir et qu’il me l’apportera, triomphant, dès lundi matin en recueillant mes impressions sur sa nouvelle trouvaille. « Il faut être moderne, Gaston ! » Ça l’a toujours amusé de m’appeler Gaston. Peut-être pense-t-il me faire plaisir. À moins qu’il ne pense être drôle. Je ne me fais pas d’illusions, son cadeau ne sera pas du Hermès, pas même du Longchamp, j’imagine bien une sorte de plastique genre faux croco avec de la mousse pour amortir les chocs. Meunier lui-même.	fr	今後はこのタブレットを入れるための特別なケースか何かが必要になるだろう。ケースには持ち手が付いていればなおありがたい。ムニエのことだから、引き出しのなかにすでにそういうものが用意してあって、月曜日の朝にはさっそく、勝ち誇ったようにそいつを持ってきて、この新奇な掘り出し物の感想を聞こうとするだろう。「断じてモダンでなければならぬ、だよね、ガストン！」いつも彼は私のことをガストンと呼んで面白がってきた。たぶん私が喜ぶと思っているのだろう。そういう自分が滑稽だとは思いもせずに。私は自分を買いかぶってはいないし、彼からのプレゼントがエルメスであることはないだろうし、ましてやロンシャンではありえない。想像するに、ショックを吸収するためのスポンジが入っているワニ革に見せかけた合成皮革なのではないだろうか。ムニエ自身だ。	ja
176	56	15	la_liseuse	paul_fournel	J’ai fait des taches de gras sur l’écran. Le croissant de Marco, à coup sûr. Albert me prête son cachemire de zinc pour faire propre. J’ajoute une petite finition sèche avec ma manche et je sors. Je me demande si cet engin est étanche. C’est l’heure idéale pour aller au parc, où j’ai mon banc. Il ne fait pas beau. Il ne pleut pas. C’est l’heure de lire des poèmes sous le tilleul. Je ne parviens pas à les retrouver dans cette foutue boîte noire. Je fouille dans tous les coins pour retrouver mes poésies. C’est bien dans la manière de Meunier de les planquer. Au cas où il me prendrait fantaisie d’insister pour qu’on les publie. « Encore un gouffre, Gaston ! Encore un gouffre ! »	fr	画面を油で汚してしまった。きっとマルコのクロワッサンだろう。アルべールが、これで拭けとカウンター用の布巾を貸してくれる。乾いた上着の袖ロで仕上げをしてから店を出る。こいつは防水なんだろうかと心配になる。 公園に行くには理想的な時間だ。そこに私のべンチがある。晴れてはいない。雨も降っていない。菩提樹の下で詩を読む時間だ。ところがこの忌々しいプラックポックスのなかに詩が見当たらない。隅々まで私のお気に人りの詩を探す。どこかに隠すとは、いかにもムニエのやりそうなことだ。どうしても詩集を出したいと言おうものなら、「またも金食い虫を相手にするのか、ガストン！まだ懲りないのか！」と反論するに決まっているのだから。	ja
177	57	10	la_liseuse	paul_fournel	Dans le bruit du bistrot qui monte peu à peu, l’heure est aux lectures toniques. Les premiers clients viennent s’arracher au sommeil à petits coups de café-calva ou de blanc limé. On démarre en douceur. Les samedis sont longs. C’est l’heure où je lis les polars. La radio, perchée derrière le bar, donne des nouvelles en fond sonore qui se glissent entre les phrases, meurtres pour meurtres. Les assassinats se mélangent. En général, je reconnais ceux des livres parce que j’en sais la fin, les autres se perdent dans la bouillie des éternels commencements. Albert me fout la paix, les habitués aussi, je fais partie des meubles et je ne suis pas bruyant. Je tiens le coup jusqu’à l’heure des premières belotes, ensuite le bruit spasmodique des mènes, les engueulades rituelles, les annonces, me poussent au-dehors.	fr	ビストロのざわめきが少しずつ大きくなってくると、本読みはいよいよピリッと引き締まってくる。最初の客たちが眠気ざましにカルヴァドスを垂らしたコーヒーや超辛口の白をひっかけにやって来る。誰もがゆっくりとその日を始める。土曜日は長い。ミステリを読むにふさわしい。カウンターの向こうの高いところに置いてあるラジオからのように流れてくるニュースが、次から次へと起こる殺人事件を追う文章のあいだに織り込まれていく。暗殺も混じっている。この種の作品には、大概心当たりがある。終わりが見えているのもあれば、お決まりの書き出しをこねくり回しているうちに失速してしまうのがほとんどだから。アルべールも、ほかの常連客もそっとしておいてくれる。私は店の備品の一部となり、物音をたてない。最初のカードゲームのプロットが始まる時間くらいまではねばる。やがてカードを繰り出していくときの神経質な音が聞こえてきて、いつものロ喧嘩が始まり、手役を宣言する声が響き渡るようになると、外に出ざるをえなくなる。	ja
178	58	12	la_liseuse	paul_fournel	La tablette est posée sur mon ventre. Je la tiens à deux mains. La page est ouverte sur l’écran. J’ai marié la taille des caractères avec la force de mes demi-lunes. Le contact de la liseuse est froid. Il faudra un moment avant que mes mains la réchauffent. Ma lampe de lecture fait un reflet désagréable dans un coin de l’écran. Je l’éteins. Maintenant la seule lumière vient du texte. Un bon point. Si je me regarde dans le miroir, avec la tablette sous le menton, j’ai l’air d’un spectre. Je suis le fantôme du lecteur que je fus.	fr	タブレットは腹の上に置いてある。それを両手で支えている。ページは画面上に開かれている。文字の大きさは自分のかけている半月型の老眼鏡の度数に合わせてある。タブレットの感触は冷たい。手の温もりが伝わるまでにしばらく時間がかかるだろう。読書灯の光が画面の隅に反射してわずらわしい。消す。こうすると、文章を映し出している画面からしか光はやって来ない。これはよいところだ。顎の下にタブレットを置いている自分の姿を鏡に映してみば、亡霊のように見えるだろう。今の私はかって原稿読みをしていた過去の亡霊だ。	ja
