book	source	target	code	source_lang	target_lang
a_confession	Но это были только редкие случаи сомнения, в сущности же я продолжал жить, исповедуя только веру в прогресс. «Все развивается, и я развиваюсь; а зачем это я развиваюсь вместе со всеми, это видно будет». Так бы я тогда должен был формулировать свою веру.	But these were only infrequent occasions of doubt; in reality I continued to live only professing my belief in progress. “Everything is evolving and I am evolving, and why I am evolving together with everyone else will be made clear.” That was how I then had to formulate my faith.	ru-en	ru	en
the_day_the_sun_died	喂──祢們都在嗎──有誰能來聽聽我的說叨嗎。 喂──神們啊──祢們不忙就來聽聽吧──我跪在這伏牛山脈最高的頂端上，祢們能聽到我的聲音吧。不會為一個傻娃兒的喊叫煩煩（厭煩）吧。 喂──我為一個村莊而來。為一個小鎮而來。為一個山脈和世界而來。我跪在這兒，面對高天，只是要向祢們訴說一樁兒事。希望祢們能耐著性兒聽我嘮叨，聽我說喊。別厭厭，別急煩（急躁）。那是一樁天大地大天莊地正的事情啊。	Hello . . . Are you there? . . . Is anyone going to come listen to me ramble? Hello . . . spirits! . . . If you’re not busy, then come and listen . . . I’m kneeling on the highest point of our Funiu Mountains, so you should definitely be able to hear me. Surely you won’t be annoyed by the shouts of a child? Hello . . . I’ve come on behalf of a village . . . a small village . . . on behalf of a mountain range, and the entire world. I’m kneeling here facing the sky, and simply want to tell you one thing. I hope you’ll have the patience to listen to me, to listen to me ramble and shout. Don’t be annoyed, and don’t become anxious. This matter is as vast as the sky and the earth.	zh-en	zh	en
the_day_the_sun_died	就先說說我自己。說說我們家。還有我家那時的鄰居家。我家那時的鄰居他不是一般的鄰居呀。說出來祢們不會相信我家竟和他家一個村。一個鎮。竟然他是我家的鄰居呢。竟然我家是他家的鄰居呢。	Let me begin by telling you about myself, my family, and our neighbor at the time. This neighbor was not any ordinary neighbor, to the point that you wouldn’t even believe we lived in the same village and the same town. But he was, after all, our neighbor. He was our neighbor.	zh-en	zh	en
the_day_the_sun_died	初秋時，閻伯他為了把我們鎮上那一夜的故事寫出來，又一次從鎮上他家去住進了鎮南水庫邊上租的三間房。一所院。把自己關在那兒如關在獄牢樣。可他在那院裡待了整整兩個月，結果除了扔下一地的稿紙和摔在地上的墨水瓶，他連那個故事的開頭都沒寫出來。面對確確真真這年那月那日夜的事，他就像我現在跪在這兒不知從何說起樣。	In early autumn, Uncle Yan, in order to write down the story of what happened to our town that night, once again moved out of his home and into a three-room house he had rented next to a reservoir to the south of town. It was a house with a courtyard, and he locked himself in there as though he were in jail. He remained in that courtyard for two full months, but in the end—despite covering the floor with discarded drafts and empty ink bottles—he didn’t even manage to finish the opening of the story. When faced with the reality of what happened that year, that month, and that night, he found himself in a state of confusion—at a complete loss as to where to begin.	zh-en	zh	en
the_day_the_sun_died	那時候，我為了去尋找不知去了哪兒的小娟子，每隔兩天就要去墟廢了的火葬場裡轉一轉。也順道會去看看閻伯閻連科。會給他送些青菜和麵條。水果和油鹽。然後再從他那兒借去幾本書。就是那一天，我又去給他送菠菜和醬油，看見他站在門口上，面朝水庫的坡地和湖水，臉色木然如從一堵老牆上拆下來的一塊磚。	During that period, I would go every other day to walk around the ruins surrounding the crematorium, to look for Little Juanzi, who had disappeared. Along the way, I would often stop to see Uncle Yan Lianke, and give him some vegetables and noodles. And some fruit, and oil and salt. Then, I would borrow some books. On that particular day, I was taking him some spinach and soy sauce, when I saw him standing in the doorway. He was facing the side of the reservoir and the lake, and his face was as impassive as if it were a brick that had been removed from an old wall.	zh-en	zh	en
the_day_the_sun_died	那些天，陰六陽七的三伏天，農曆六月六的龍袍節，天熱得大地都骨折骨裂了。大地皮膚上的汗毛全都成了灰。枯枝敗葉了。毛毛蟲在空中吊著吊著間，就成了一寸一寸的枯枝敗葉了。	Those last few days had been the dog days of summer. It was the Dragon Festival, held on the sixth day of the sixth month of the lunar calendar, and it was so hot that the earth’s bones were bending and breaking, and the earth’s body hair had turned to dust. All the sticks and branches had dried up, and the fruits and flowers had fallen to the ground. Caterpillars were hanging in midair—desiccated and reduced to powder.	zh-en	zh	en
kokoro	私はその人を常に先生と呼んでいた。だからここでもただ先生と書くだけで本名は打ち明けない。これは世間を憚はばかる遠慮というよりも、その方が私にとって自然だからである。私はその人の記憶を呼び起すごとに、すぐ「先生」といいたくなる。筆を執とっても心持は同じ事である。よそよそしい頭文字などはとても使う気にならない。	I always called him Sensei, and so I shall do in these pages, rather than reveal his name. It is not that I wish to shield him from public scrutiny—simply that it feels more natural. “Sensei” springs to my lips whenever I summon memories of this man, and I write of him now with the same reverence and respect. It would also feel wrong to use some conventional initial to substitute for his name and thereby distance him.	ja-en	ja	en
kokoro	私は月の末に東京へ帰った。先生の避暑地を引き上げたのはそれよりずっと前であった。私は先生と別れる時に、「これから折々お宅たくへ伺っても宜よござんすか」と聞いた。先生は単簡たんかんにただ「ええいらっしゃい」といっただけであった。その時分の私は先生とよほど懇意になったつもりでいたので、先生からもう少し濃こまやかな言葉を予期して掛かかったのである。それでこの物足りない返事が少し私の自信を傷いためた。	At the end of the month I returned to Tokyo. Sensei had left the summer resort long since. When we parted, I had asked him, “Would you mind if I visited you from time to time?” “Yes, do,” he replied simply. By this time I felt we were on quite familiar terms, and had expected a warmer response. This unsatisfactory reply rather wounded my self-confidence.	ja-en	ja	en
kokoro	墓地の区切り目に、大きな銀杏が一本空を隠すように立っていた。その下へ来た時、先生は高い梢こずえを見上げて、「もう少しすると、綺麗ですよ。この木がすっかり黄葉して、ここいらの地面は金色の落葉で埋まるようになります」といった。先生は月に一度ずつは必ずこの木の下を通るのであった。	At the end of the cemetery a great ginkgo tree stood blocking the sky. “It will look lovely before long,” Sensei remarked, looking up at it. “This tree turns a beautiful color in autumn. The ground is buried deep in golden leaves when they fall.” Every month when he came here, I discovered, he made a point of passing under this tree.	ja-en	ja	en
kokoro	先生と話していた私は、ふと先生がわざわざ注意してくれた銀杏の大樹を眼めの前に想おもい浮かべた。勘定してみると、先生が毎月例まいげつれいとして墓参に行く日が、それからちょうど三日目に当っていた。その三日目は私の課業が午ひるで終おえる楽な日であった。私は先生に向かってこういった。	As I was talking to Sensei, I was for some reason suddenly reminded of the great ginkgo tree that he had pointed out to me. A mental calculation told me that his next visit to the grave was three days away. My classes would finish at noon that day, so I would have the afternoon free. I turned to Sensei.	ja-en	ja	en
kokoro	私は妻の望み通り二人連れ立って雑司ヶ谷へ行きました。私は新しいＫの墓へ水をかけて洗ってやりました。妻はその前へ線香と花を立てました。二人は頭を下げて、合掌しました。妻は定めて私といっしょになった顚末を述べてＫに喜んでもらうつもりでしたろう。私は腹の中で、ただ自分が悪かったと繰り返すだけでした。	I complied with my wife’s request, and we went to Zoshigaya. I washed the dust off the tombstone with water. My wife put some flowers and incense sticks before it. We then bowed our heads in silent prayer. My wife was probably telling K of her new happiness. All I could think of to say was: “I was wrong . . . I was wrong . . .”	ja-en	ja	en
solaris	Rurowy korytarz był pusty. Stałem chwilę przed zamkniętymi drzwiami, nasłuchując. Ściany musiały być cienkie, z zewnątrz dochodziło zawodzenie wiatru. Na płycie drzwi widniał przylepiony trochę skosem, niedbale, prostokątny kawałek plastra z ołówkowym napisem: „Człowiek”. Patrzałem na to nagryzmolone niewyraźnie słowo. Przez chwilę chciałem wrócić do Snauta, ale zrozumiałem, że to niemożliwe.	The tubular corridor was empty. I stood for a moment at the closed door, listening. The walls must have been thin, from outside there came the whining of the wind. On the door there was a crooked rectangle of first-aid plaster that had been stuck up carelessly, bearing the inscription: “Human.” I stared at the scrawled, barely legible word. For a moment I thought about going back to Snaut, but I realized that wasn’t possible.	pl-en	pl	en
solaris	Podszedłem do szafy i zacząłem przebierać między kombinezonami. Snaut obserwował mnie, milcząc, aż rzekł: — Nie podoba mi się to. — Co? — odwróciłem się z kombinezonem w rękach. Ogarnęło mnie od dawna nie zaznane podniecenie. — O co ci chodzi? Karty na stół! Boisz się, że coś... nonsens! Daję ci słowo, że nie. Nawet o tym nie pomyślałem. Nie, naprawdę nie. — Polecę z tobą. — Dziękuję ci, ale wolę sam. To jednak coś nowego, coś zupełnie nowego — mówiłem szybko, wciągając kombinezon. Snaut mówił coś jeszcze, ale nie bardzo go słuchałem, szukając potrzebnych rzeczy.	I went up to the locker and started picking out a set of overalls. Snaut watched me in silence then eventually said: “I don’t like this.” “What?” I turned around with the overalls in my hand. I was overcome by an excitement I hadn’t experienced in a long while. “What’s the problem? Come on, cards on the table! You’re afraid that I’ll. . . that’s absurd! I give you my word I wouldn’t. It hadn’t even occurred to me. No, really no.” “I’ll go with you.” “Thanks, but I’d rather be on my own. After all, it’s something new, something completely new.” I was speaking quickly as I pulled on the overalls. Snaut went on talking but I didn’t really listen as I hunted for what I’d need.	pl-en	pl	en
solaris	Nic już nie powiedział. Kiedy zamknąłem przezroczystą kopułkę, dałem mu ręką znak. Uruchomił podnośnik, wyjechałem wolno na wierzch Stacji. Motor zbudził się, zaszumiał przeciągle, trójśmigło zawirowało i aparat uniósł się dziwnie lekko, pozostawiając w dole coraz mniejszy, srebrzysty dysk Stacji.	He didn’t say any more. When I’d closed the transparent cockpit cover I signaled to him. He turned on the lift and I slowly rose to the roof of the Station. The engine sprang to life with a lengthy growl, the three-bladed rotor started spinning and the craft rose up, oddly light, leaving behind it the ever shrinking silver disk of the Station.	pl-en	pl	en
solaris	— A może właśnie Solaris jest kolebką twego boskiego niemowlęcia — dorzucił Snaut. Coraz wyraźniejszy uśmiech otoczył jego oczy cienkimi zmarszczkami. — Może on jest właśnie w twoim rozumieniu pierwociną, zalążkiem Boga rozpaczy, może jego witalne dziecięctwo przerasta jeszcze o góry jego rozumność, a to wszystko, co zawierają nasze biblioteki solarystyczne, jest tylko wielkim katalogiem jego niemowlęcych odruchów...	“Perhaps Solaris is precisely the cradle of this divine infant of yours,” added Snaut. An ever more distinct smile was ringing his eyes with little creases. “Perhaps in your conception this is the origin, the seed of the God of despair, perhaps its exuberant childhood is way beyond our comprehension, and everything our libraries of solariana contain is merely a catalogue of his infant reflexes. . .”	pl-en	pl	en
solaris	— To możliwe — powiedziałem. — Tak, to możliwe. W takim wypadku on wcale... może w ogóle nie chciał podeptać nas tak i zgnieść. Może być. I tylko niechcący... Usta zaczęły mi latać. — Kelvin! — Tak, tak. Dobrze? Już nic. Ty jesteś dobry. On też. Wszyscy są dobrzy. Ale dlaczego? Wytłumacz mi. Dlaczego? Po coś to zrobił? Co jej powiedziałeś? — Prawdę. — Prawdę, prawdę! Co? — Przecież wiesz. Chodź teraz do mnie. Będziemy pisać raport. Chodź. — Czekaj. Czego ty chcesz właściwie? Chyba nie zamierzasz zostać na Stacji...? — Chcę zostać. Tak.	“Quite possibly,” I said. “Yes, that’s possible. In such a case it had no. . . perhaps it had no intention of trampling on us and crushing us the way it did. Perhaps. And it only unintentionally. . .” My lips began to tremble. “Kelvin!” “I know, I know. It’s fine. It’s nothing. You’re a good man. It’s good too. Everyone’s good. But what for? Explain it to me. What for? Why did it do it? What did you tell her?” “The truth.” “The truth, the truth! But what?” “You know. Come to my room now. We can write the report. Come on.” “Wait a moment. What are you really after? Surely you’re not planning to remain on the Station. . . ?” “I want to stay here. Yes.”	pl-en	pl	en
venus_in_furs	Mir gegenüber an dem massiven Renaissancekamin saß Venus, aber nicht etwa eine Dame der Halbwelt, die unter diesem Namen Krieg führte gegen das feindliche Geschlecht, gleich Mademoiselle Cleopatra, sondern die wahrhafte Liebesgöttin.	Opposite me by the massive Renaissance fireplace sat Venus; she was not a casual woman of the half-world, who under this pseudonym wages war against the enemy sex, like Mademoiselle Cleopatra, but the real, true goddess of love.	de-en	de	en
venus_in_furs	Ich sah die Hand, die mich rüttelte, aber diese Hand war auf einmal braun wie Bronze, und die Stimme war die schwere Schnapsstimme meines Kosaken, der in seiner vollen Größe von nahe sechs Fuß vor mir stand.	I saw the hand that was shaking me, but this hand was suddenly as brown as bronze, and the voice was the heavy whiskey voice of my Cossack, who was standing before me at his full height of almost six feet.	de-en	de	en
venus_in_furs	Ich wußte, daß er sich nun lange Zeit nicht regen, ja kaum atmen würde, und so war es in der Tat, für mich hatte indes sein Benehmen nichts Auffallendes, denn ich verkehrte seit beinahe drei Jahren in guter Freundschaft mit ihm und hatte mich an alle seine Sonderbarkeiten gewöhnt. Denn sonderbar war er, das ließ sich nicht leugnen, wenn auch lange nicht der gefährliche Narr, für den ihn nicht allein seine Nachbarschaft, sondern der ganze Kreis von Kolomea hielt. Mir war sein Wesen nicht bloß interessant, sondern – und deshalb passierte ich auch bei vielen als ein wenig vernarrt – in hohem Grade sympathisch.	I knew that he would sit motionless for a long time, scarcely breathing, and such was the case. But for me there was nothing peculiar about his behavior: having been close friends with him for almost three years now, I was accustomed to all his eccentricities. And eccentric he was—there is no denying it—though he was far from being the dangerous fool that he was regarded as not just by his neighbors but throughout the district of Kolomea. I found his personality not only interesting but (and that was why many people also considered me a bit crazy) extremely likable.	de-en	de	en
venus_in_furs	»Dein Bild hat offenbar Anlaß zu meinem Traum gegeben«, fuhr ich fort, »aber sage mir endlich einmal, was damit ist, daß es eine Rolle gespielt hat in deinem Leben, und vielleicht eine sehr entscheidende, kann ich mir denken, aber das weitere erwarte ich von dir.«	"Your picture apparently suggested my dream," I continued. "But do tell me what it means. I can imagine that it played a role in your life, and perhaps a very decisive one. But the details I can only get from you."	de-en	de	en
venus_in_furs	»Warum nicht«, rief er lebhaft, »nirgends paßt Goethes ›Du mußt Hammer oder Amboß sein‹ so vortrefflich hin wie auf das Verhältnis von Mann und Weib, das hat dir beiläufig Frau Venus im Traume auch eingeräumt. In der Leidenschaft des Mannes ruht die Macht des Weibes, und es versteht sie zu benützen, wenn der Mann sich nicht vorsieht. Er hat nur die Wahl, der Tyrann oder der Sklave des Weibes zu sein. Wie er sich hingibt, hat er auch schon den Kopf im Joche und wird die Peitsche fühlen.«	"Why not," he said animatedly. "Goethe's 'you must be hammer or anvil' is absolutely appropriate to the relation between man and woman. Didn't Lady Venus in your dream prove that to you? Woman's power lies in man's passion, and she knows how to use it, if man doesn't understand himself. He has only one choice: to be the tyrant over or the slave of woman. As soon as he gives in, his neck is under the yoke, and the lash will soon fall upon him."	de-en	de	en
the_little_prince	Lorsque j’avais six ans j’ai vu, une fois, une magnifique image, dans un livre sur la Forêt Vierge qui s’appelait "Histoires Vécues". Ça représentait un serpent boa qui avalait un fauve. Voilà la copie du dessin.	Once when I was six years old I saw a magnificent picture in a book, called True Stories from Nature, about the primeval forest. It was a picture of a boa constrictor in the act of swallowing an animal. Here is a copy of the drawing.	fr-en	fr	en
the_debacle	Weiss, étourdi, convaincu presque, se hâta de déclarer qu’il ne demandait pas mieux. Quant à Maurice, qui se taisait, n’osant intervenir devant son supérieur, il finit par éclater de rire avec lui : ce diable d’homme, que d’ailleurs il jugeait stupide, lui faisait chaud au cœur. De même, Jean, d’un hochement de tête, avait approuvé chaque parole du lieutenant. Lui aussi était à Solférino, où il avait tant plu. Et voilà qui était parler ! Si tous les chefs avaient parlé comme ça, on ne se serait pas mal fichu qu’il manquât des marmites et des ceintures de flanelle !	Weiss, stunned and almost convinced, made haste to declare that he wished for nothing better. As for Maurice, who had prudently held his tongue, not venturing to express an opinion in presence of his superior officer, he concluded by joining in the other's merriment; he warmed the cockles of his heart, that devil of a man, whom he nevertheless considered rather stupid. Jean, too, had nodded his approval at every one of the lieutenant's assertions. He had also been at Solferino, where it rained so hard. And that showed what it was to have a tongue in one's head and know how to use it. If all the leaders had talked like that they would not be in such a mess, and there would be camp-kettles and flannel belts in abundance.	fr-en	fr	en
the_debacle	Maintenant, à l’orient, le jour blanchissait, un jour louche d’une infinie tristesse, sur les tentes endormies, dans l’une desquelles on commençait à distinguer les faces terreuses de Loubet et de Lapoulle, de Chouteau et de Pache, qui ronflaient toujours, la bouche ouverte. Une aube de deuil se levait, parmi les brumes couleur de suie qui étaient montées, là-bas, du fleuve lointain.	Now the eastern sky was lightening; it was a weird and infinitely mournful light on the sleeping tents, in one of which you could begin to pick out the grey faces of Loubet and Lapoulle, Chouteau and Pache, still snoring open-mouthed. A funereal dawn was coming up out of the sooty mists rising from the distant river.	fr-en	fr	en
the_debacle	Jean, muet, en vieux soldat d’Italie, rompu à la discipline, regardait Maurice, que la blague mauvaise et emportée de Chouteau semblait amuser ; et il s’étonnait, comment un monsieur, un garçon qui avait reçu tant d’instruction, pouvait-il approuver des choses, peut-être vraies tout de même, mais qui n’étaient pas à dire ? Si chaque soldat se mettait à blâmer les chefs et à donner son avis, on n’irait pas loin, pour sûr.	Jean said nothing. A veteran of the Italian wars and broken in to discipline, he studied Maurice who appeared to be enjoying Chouteau’s bursts of bloody-minded sneering, and was astonished that a real gent like him, a fellow who had had such good schooling, could agree with things that ought not to be said, even if they might be true. If every soldier took it into his head to criticize the officers and give his opinion they wouldn’t get very far, and that was a fact.	fr-en	fr	en
the_debacle	– C’est comme j’en connais qui ont parlé de nous faire fusiller, reprit Chouteau menaçant. Des salauds qui nous traitent pire que des bêtes, qui ne comprennent pas que, lorsqu’on a assez du sac et du flingot, aïe donc ! on foute tout ça dans les champs, pour voir s’il en poussera d’autres !… Hein ? les camarades, qu’est-ce qu’ils diraient, ceux-là, si, à cette heure que nous les tenons dans un petit coin, nous les jetions à leur tour sur la voie ?… Ça y est-il, hein ? faut un exemple, pour qu’on ne nous embête plus avec cette sale guerre ! À mort les punaises à Badinguet ! à mort les salauds qui veulent qu’on se batte !	“I know some folks who talk of shooting us,” Chouteau continued, with an ugly look at Jean; “dirty, miserable skunks, who treat us worse than beasts, and, when a man's back is broken with the weight of his knapsack and Brownbess, aie! aie! object to his planting them in the fields to see if a new crop will grow from them. What do you suppose they would say, comrades, hein! Now that we are masters, if we should pitch them all out upon the track, and teach them better manners? That's the way to do, hein! We'll show 'em that we won't be bothered any longer with their mangy wars. Down with Badinguet's bed-bugs! Death to the curs who want to make us fight!”	fr-en	fr	en
war_with_newts	"Sorry, Captain," řekl konečně kříženec mezi Kubu a Portugalcem, "ale tady, na Tana Masa, žádné mušle nerostou. Ti špinaví Batakové," děl s nesmírnou ošklivostí, "žerou i medúzy, jsou víc ve vodě než na zemi, ženské tu smrdí rybinou, to si nemůžete představit - co jsem to chtěl říci? Aha, vy jste se ptal na ženské." "A není tu někde kousek břehu," ptal se kapitán, "kde tihle Batakové nelezou do vody?" Kříženec mezi Kubu a Portugalcem vrtěl hlavou. "Není, pane. Leda Devil Bay, ale to pro vás nic není." "Proč?" "Protože... tam nikdo nesmí, pane. Mám vám nalít, kapitáne?" "Thanks. Jsou tam žraloci?" "Žraloci a vůbec," mumlal kříženec. "Špatné místo, pane. Batakové by neradi viděli, kdyby tam někdo lezl."	“Sorry, Captain,” the half-cast of Cubanese and Portuguese extraction finally said, “but here on Tana Masa there aren't any oysters. These filthy Bataks,” he would inform him with boundless disgust, “will even eat the jellyfish; there are more of them in the water than on the land, the women here smell of fish, you cannot imagine what it is like—what was I saying? Ah, yes, you were asking about women.” “And is there not even any stretch of coastline round here,” the captain asked, “where these Bataks don't go in the water?” The half-cast of Cubanese and Portuguese shook his head. “There is not. Unless you count Devil Bay, but that would not interest you.” “Why not?” “Because...no-one is allowed to go there. Another drink, Captain?” “Thanks. Are there sharks there?” “Sharks and everything else besides,” the half-cast mumbled. “Is a bad place, Captain. The Bataks would not like to see anyone going down there.”	cs-en	cs	en
war_with_newts	"To jsou černošské pověry," prohlásil kapitán s žoviální převahou vzdělaného muže. "Vědecky je to nesmysl. Čert přece nemůže žít ve vodě. Co by tam dělal? Nesmíš dát na tlachy domorodců, hochu. Někdo dal tomu zálivu jméno Čertův záliv, a od té doby se ho Batakové bojí. Tak je to," děl kapitán a uhodil tlustou dlaní do stolu. "Nic tam není, chlapče, to je přece vědecky jasné."	“Negro superstitions,” the captain declared with the jovial confidence of an educated man. “This is scientific nonsense. A demon can't live in water anyway. What would he be doing in the water? You shouldn't listen to all the nonsense talked by the natives, lad. Somebody gave the place the name Devil Bay and ever since then the Bataks have been afraid of it. That's all there is to it,” the captain declared, and threw his chubby hand down on the table. “There's nothing there, lad, that is scientifically obvious.”	cs-en	cs	en
war_with_newts	A zatím v redakci sedí pět nebo šest opuštěných lidí, neboť ostatní kolegové jsou také na dovolené, kde tlukou rozhořčeně novinami a stěžují se, že teď v těch novinách nic, ale docela Nic není. A ze sazárny vyjde pan metér a povídá vyčítavě: "Páni, páni, ještě nemáme na zítřek úvodník."	And meanwhile there are five or six lonely people sitting in the editorial office because all their colleagues are also on holiday, angrily throwing down their papers and complaining that there isn’t a thing, not a damned thing, in the paper. And the printing shop foreman would emerge from his cubbyhole and say reproachfully: ‘Gentlemen, gentlemen, we haven’t got tomorrow’s leader yet.’	cs-en	cs	en
war_with_newts	"Tož kteryho dnes máme? Pravda, dvacátyho pátyho června. Tak například dvacáty páty červen, to bylo teda loni. Ja, tady. Dajak zabil žraloka. Lizards mají ohromné interest o tu mrchu. Toby - to byl teda jeden takové menší ještěrka, ale tuze chytré," vysvětloval kapitán. "Já jim musel dát všelijaky jmena, víš? abych o nich mohl psát tu knihu. - Tož Toby strkal prsty do ty díry od toho nože. Večer nosili suchy větve na můj oheň. To nic není," bručel kapitán. "Já najdu nějaké jiné den. Třeba dvacátyho června, ne? - Lizards stavěli dál ten - ten - jak se řekne jetty?"	‘What’s today’s date, then? That’s it, 25 June. So let’s take 25 June, for example - that would be last year, of course. Here we are. The Dayak killed a shark. The lizards greatly interested in its corpse. Toby - that was one of the smaller lizards, but very clever,’ the captain explained. ‘I had to give them all names, see? So I could write this book about them. Well, Toby pushed his fingers into the hole made by the knife. In the evening they brought me dry twigs for my fire. That’s nothing,’ the captain grumbled. ‘I’ll find another day. Say, 20 June, OK? The lizards are still building that… that… what do you call it?	cs-en	cs	en
war_with_newts	"A ty perly tu možu nechat?" "Můžete." "Ja, tak to já musím dvě moc pěkny perle vybrat, já bych je měl někomu poslat" "Komu?" "Takovým dvěma redactors, chlapče. Ja sakra, počkej." "Co? "Sakra, jak oni se jmenovali." Kapitán van Toch mrkal zamyšleně blankytnýma očima. "Já mám takovou hloupou hlavu, člověče. Já už nevím, jak se ty dva boys vlastně jmenovali."	‘And I may leave these pearls here?’ ‘You certainly may.’ ‘Only I’ve got to pick out two rather nice ones to send to somebody.’ ‘To whom?’ ‘To two journalists, old boy. Oh shit, wait a minute.’ ‘What is it?’ ‘Shit! I’ve forgotten their names.’ Captain van Toch thoughtfully blinked his sky-blue eyes. ‘I’ve got such a stupid head, old boy. Can’t remember those two boys’ names.’	cs-en	cs	en
